98;0;3;61;3;NULL
98;0;3;61;4;NULL
98;0;3;61;5;NULL
98;0;3;61;6;NULL
98;0;3;61;7;NULL
98;0;3;61;8;NULL
98;0;3;61;9;NULL
98;0;3;61;10;NULL
98;0;3;61;11;NULL
98;0;3;61;12;NULL
98;0;3;61;13;NULL
98;0;3;61;14;NULL
98;0;3;61;15;NULL
98;0;3;61;16;NULL
98;0;3;61;17;NULL
98;0;3;61;18;NULL
98;0;3;61;19;NULL
98;0;3;61;20;NULL
98;0;3;61;21;NULL
98;0;3;61;22;NULL
98;0;3;61;23;NULL
98;0;3;61;24;NULL
98;0;3;61;25;NULL
98;0;3;61;26;NULL
98;0;3;61;27;NULL
98;0;3;61;28;NULL
98;0;3;61;29;NULL
98;0;4;61;3;NULL
1;0;4;61;4;NULL
1;0;4;61;5;NULL
1;0;4;61;6;NULL
1;0;4;61;7;NULL
1;0;4;61;8;NULL
1;0;4;61;9;NULL
1;0;4;61;10;NULL
1;0;4;61;11;NULL
1;0;4;61;12;NULL
1;0;4;61;13;NULL
1;0;4;61;14;NULL
1;0;4;61;15;NULL
1;0;4;61;16;NULL
1;0;4;61;17;NULL
1;0;4;61;18;NULL
1;0;4;61;19;NULL
1;0;4;61;20;NULL
1;0;4;61;21;NULL
1;0;4;61;22;NULL
1;0;4;61;23;NULL
1;0;4;61;24;NULL
1;0;4;61;25;NULL
1;0;4;61;26;NULL
1;0;4;61;27;NULL
1;0;4;61;28;NULL
98;0;4;61;29;NULL
98;0;5;61;3;NULL
1;0;5;61;4;NULL
1;0;5;61;5;NULL
1;0;5;61;6;NULL
1;0;5;61;7;NULL
1;0;5;61;8;NULL
1;0;5;61;9;NULL
1;0;5;61;10;NULL
1;0;5;61;11;NULL
1;0;5;61;12;NULL
1;0;5;61;13;NULL
1;0;5;61;14;NULL
1;0;5;61;15;NULL
1;0;5;61;16;NULL
1;0;5;61;17;NULL
1;0;5;61;18;NULL
1;0;5;61;19;NULL
1;0;5;61;20;NULL
1;0;5;61;21;NULL
1;0;5;61;22;NULL
1;0;5;61;23;NULL
1;0;5;61;24;NULL
1;0;5;61;25;NULL
1;0;5;61;26;NULL
1;0;5;61;27;NULL
1;0;5;61;28;NULL
98;0;5;61;29;NULL
98;0;6;61;3;NULL
1;0;6;61;4;NULL
1;0;6;61;5;NULL
1;0;6;61;6;NULL
1;0;6;61;7;NULL
1;0;6;61;8;NULL
1;0;6;61;9;NULL
1;0;6;61;10;NULL
1;0;6;61;11;NULL
1;0;6;61;12;NULL
1;0;6;61;13;NULL
1;0;6;61;14;NULL
1;0;6;61;15;NULL
1;0;6;61;16;NULL
1;0;6;61;17;NULL
1;0;6;61;18;NULL
1;0;6;61;19;NULL
1;0;6;61;20;NULL
1;0;6;61;21;NULL
1;0;6;61;22;NULL
1;0;6;61;23;NULL
1;0;6;61;24;NULL
1;0;6;61;25;NULL
1;0;6;61;26;NULL
1;0;6;61;27;NULL
1;0;6;61;28;NULL
98;0;6;61;29;NULL
98;0;7;61;3;NULL
1;0;7;61;4;NULL
1;0;7;61;5;NULL
1;0;7;61;6;NULL
1;0;7;61;7;NULL
1;0;7;61;8;NULL
1;0;7;61;9;NULL
1;0;7;61;10;NULL
1;0;7;61;11;NULL
1;0;7;61;12;NULL
1;0;7;61;13;NULL
1;0;7;61;14;NULL
1;0;7;61;15;NULL
1;0;7;61;16;NULL
1;0;7;61;17;NULL
1;0;7;61;18;NULL
1;0;7;61;19;NULL
1;0;7;61;20;NULL
1;0;7;61;21;NULL
1;0;7;61;22;NULL
1;0;7;61;23;NULL
1;0;7;61;24;NULL
1;0;7;61;25;NULL
1;0;7;61;26;NULL
1;0;7;61;27;NULL
1;0;7;61;28;NULL
98;0;7;61;29;NULL
98;0;8;61;3;NULL
1;0;8;61;4;NULL
1;0;8;61;5;NULL
1;0;8;61;6;NULL
1;0;8;61;7;NULL
1;0;8;61;8;NULL
1;0;8;61;9;NULL
1;0;8;61;10;NULL
1;0;8;61;11;NULL
1;0;8;61;12;NULL
1;0;8;61;13;NULL
1;0;8;61;14;NULL
1;0;8;61;15;NULL
1;0;8;61;16;NULL
1;0;8;61;17;NULL
1;0;8;61;18;NULL
1;0;8;61;19;NULL
1;0;8;61;20;NULL
1;0;8;61;21;NULL
1;0;8;61;22;NULL
1;0;8;61;23;NULL
1;0;8;61;24;NULL
1;0;8;61;25;NULL
1;0;8;61;26;NULL
1;0;8;61;27;NULL
1;0;8;61;28;NULL
98;0;8;61;29;NULL
98;0;9;61;3;NULL
1;0;9;61;4;NULL
1;0;9;61;5;NULL
1;0;9;61;6;NULL
1;0;9;61;7;NULL
1;0;9;61;8;NULL
1;0;9;61;9;NULL
1;0;9;61;10;NULL
1;0;9;61;11;NULL
1;0;9;61;12;NULL
1;0;9;61;13;NULL
1;0;9;61;14;NULL
1;0;9;61;15;NULL
1;0;9;61;16;NULL
1;0;9;61;17;NULL
1;0;9;61;18;NULL
1;0;9;61;19;NULL
1;0;9;61;20;NULL
1;0;9;61;21;NULL
1;0;9;61;22;NULL
1;0;9;61;23;NULL
1;0;9;61;24;NULL
1;0;9;61;25;NULL
1;0;9;61;26;NULL
